DateTime,Main Status,Sub Status,Full Status,Status Text,T,Service,FaultMsg,Value0
21-07-14 7:18,0,1,0:01,Turbine starting,1,FALSE,FALSE,3.5
21-07-14 7:19,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,2.9
21-07-14 7:23,0,1,0:01,Turbine starting,1,FALSE,FALSE,5.6
21-07-14 7:24,0,0,0:00,Turbine in operation,1,FALSE,FALSE,4.9
21-07-14 11:27,0,5,0:05,Calibration of  load control,1,FALSE,FALSE,7.6
21-07-14 11:33,0,1,0:01,Turbine starting,1,FALSE,FALSE,6.1
21-07-14 11:34,0,0,0:00,Turbine in operation,1,FALSE,FALSE,4.9
22-07-14 6:59,228,100,228 : 100,Timeout warnmessage : Malfunction aircooling,6,FALSE,TRUE,2.5
22-07-14 7:03,222,3,222:03:00,Turbine reset : Scada system,6,FALSE,FALSE,2.4
22-07-14 7:03,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.6
22-07-14 7:03,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.6
22-07-14 7:12,0,2,0:02,Turbine operational,1,FALSE,FALSE,3.4
22-07-14 7:12,0,1,0:01,Turbine starting,1,FALSE,FALSE,3.1
22-07-14 7:14,0,0,0:00,Turbine in operation,1,FALSE,FALSE,3.6
23-07-14 13:27,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,2
23-07-14 14:18,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.1
23-07-14 14:18,0,1,0:01,Turbine starting,1,FALSE,FALSE,2.2
23-07-14 14:22,0,0,0:00,Turbine in operation,1,FALSE,FALSE,2
23-07-14 21:58,2,1,2:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
23-07-14 23:44,0,2,0:02,Turbine operational,1,FALSE,FALSE,2.1
23-07-14 23:44,0,1,0:01,Turbine starting,1,FALSE,FALSE,3
23-07-14 23:46,0,0,0:00,Turbine in operation,1,FALSE,FALSE,3.1
